=== Suite started at 2024-12-18 20:32:16
=== Starting test, 1598 test cases
=cases         1598
=ended         2024-12-18 20:32:20
=result        ok
=elapsed       0.057756s
=case          ejabberd_SUITE:unauthenticated_iq
=logfile       ejabberd_suite.unauthenticated_iq.1285.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:20
=result        ok
=elapsed       0.000986s
=case          ejabberd_SUITE:unauthenticated_message
=logfile       ejabberd_suite.unauthenticated_message.1092.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:20
=result        ok
=elapsed       0.000504s
=case          ejabberd_SUITE:unauthenticated_presence
=logfile       ejabberd_suite.unauthenticated_presence.1124.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:20
=result        ok
=elapsed       0.001385s
=case          ejabberd_SUITE:test_starttls
=logfile       ejabberd_suite.test_starttls.1411.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:20
=result        ok
=elapsed       0.071048s
=case          ejabberd_SUITE:test_auth
=logfile       ejabberd_suite.test_auth.1443.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:20
=result        ok
=elapsed       0.092169s
=case          ejabberd_SUITE:test_zlib
=logfile       ejabberd_suite.test_zlib.1507.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:20
=result        ok
=elapsed       0.002076s
=case          ejabberd_SUITE:test_bind
=logfile       ejabberd_suite.test_bind.1475.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.106414s
=case          ejabberd_SUITE:test_open_session
=logfile       ejabberd_suite.test_open_session.1539.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.105138s
=case          ejabberd_SUITE:codec_failure
=logfile       ejabberd_suite.codec_failure.1571.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.102582s
=case          ejabberd_SUITE:unsupported_query
=logfile       ejabberd_suite.unsupported_query.1603.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.180207s
=case          ejabberd_SUITE:bad_nonza
=logfile       ejabberd_suite.bad_nonza.1667.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.142329s
=case          ejabberd_SUITE:invalid_from
=logfile       ejabberd_suite.invalid_from.1635.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.103666s
=case          ejabberd_SUITE:ping
=logfile       ejabberd_suite.ping.1538.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.187167s
=case          ejabberd_SUITE:version
=logfile       ejabberd_suite.version.1349.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.183144s
=case          ejabberd_SUITE:time
=logfile       ejabberd_suite.time.1317.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.224704s
=case          ejabberd_SUITE:stats
=logfile       ejabberd_suite.stats.1381.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.283923s
=case          ejabberd_SUITE:disco
=logfile       ejabberd_suite.disco.1413.html
=started       2024-12-18 20:32:20
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.180630s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2403.html
=group_props   [{name,anonymous},parallel]
=started       2024-12-18 20:32:21
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.000002s
=group_time    0.561s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2435.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2024-12-18 20:32:21
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.000003s
=case          ejabberd_SUITE:test_auth_fail
=logfile       ejabberd_suite.test_auth_fail.1540.html
=started       2024-12-18 20:32:21
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.001218s
=case          ejabberd_SUITE:presence
=logfile       ejabberd_suite.presence.html
=started       2024-12-18 20:32:21
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.101949s
=case          ejabberd_SUITE:s2s_dialback
=logfile       ejabberd_suite.s2s_dialback.html
=started       2024-12-18 20:32:21
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.225634s
=case          ejabberd_SUITE:s2s_optional
=logfile       ejabberd_suite.s2s_optional.html
=started       2024-12-18 20:32:21
=ended         2024-12-18 20:32:21
=result        ok
=elapsed       0.163414s
=case          ejabberd_SUITE:s2s_required
=logfile       ejabberd_suite.s2s_required.html
=started       2024-12-18 20:32:21
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.185753s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2530.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.000003s
=group_time    0.860s
=case          ejabberd_SUITE:auth_external
=logfile       ejabberd_suite.auth_external.html
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.008983s
=case          ejabberd_SUITE:auth_external_no_jid
=logfile       ejabberd_suite.auth_external_no_jid.html
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.005483s
=case          ejabberd_SUITE:auth_external_no_user
=logfile       ejabberd_suite.auth_external_no_user.html
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.006413s
=case          ejabberd_SUITE:auth_external_malformed_jid
=logfile       ejabberd_suite.auth_external_malformed_jid.html
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.005478s
=case          ejabberd_SUITE:auth_external_wrong_jid
=logfile       ejabberd_suite.auth_external_wrong_jid.html
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.007859s
=case          ejabberd_SUITE:auth_external_wrong_server
=logfile       ejabberd_suite.auth_external_wrong_server.html
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.004674s
=case          ejabberd_SUITE:auth_external_invalid_cert
=logfile       ejabberd_suite.auth_external_invalid_cert.html
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.005176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2787.html
=group_props   [{name,commands_single},sequence]
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:22
=result        ok
=elapsed       0.000002s
=case          ejabberd_SUITE:commands_setup
=logfile       ejabberd_suite.commands_setup.html
=started       2024-12-18 20:32:22
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       1.005467s
=case          ejabberd_SUITE:commands_ejabberdctl
=logfile       ejabberd_suite.commands_ejabberdctl.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.014590s
=case          ejabberd_SUITE:commands_http_integer
=logfile       ejabberd_suite.commands_http_integer.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.001190s
=case          ejabberd_SUITE:commands_http_string
=logfile       ejabberd_suite.commands_http_string.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.001327s
=case          ejabberd_SUITE:commands_http_binary
=logfile       ejabberd_suite.commands_http_binary.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.000622s
=case          ejabberd_SUITE:commands_http_atom
=logfile       ejabberd_suite.commands_http_atom.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.001411s
=case          ejabberd_SUITE:commands_http_rescode
=logfile       ejabberd_suite.commands_http_rescode.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.003144s
=case          ejabberd_SUITE:commands_http_restuple
=logfile       ejabberd_suite.commands_http_restuple.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.045716s
=case          ejabberd_SUITE:commands_http_list
=logfile       ejabberd_suite.commands_http_list.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.001471s
=case          ejabberd_SUITE:commands_http_tuple
=logfile       ejabberd_suite.commands_http_tuple.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.001406s
=case          ejabberd_SUITE:commands_http_list_tuple
=logfile       ejabberd_suite.commands_http_list_tuple.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.001566s
=case          ejabberd_SUITE:commands_http_list_tuple_map
=logfile       ejabberd_suite.commands_http_list_tuple_map.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.000811s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2914.html
=group_props   [{name,commands_single},sequence]
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.000006s
=group_time    1.440s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2946.html
=group_props   [{name,jidprep_single},sequence]
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:23
=result        ok
=elapsed       0.000002s
=case          ejabberd_SUITE:jidprep_feature_enabled
=logfile       ejabberd_suite.jidprep_feature_enabled.html
=started       2024-12-18 20:32:23
=ended         2024-12-18 20:32:24
=result        ok
=elapsed       0.101725s
=case          ejabberd_SUITE:jidprep_normalize_jid
=logfile       ejabberd_suite.jidprep_normalize_jid.html
=started       2024-12-18 20:32:24
=ended         2024-12-18 20:32:24
=result        ok
=elapsed       0.110913s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3010.html
=group_props   [{name,jidprep_single},sequence]
=started       2024-12-18 20:32:24
=ended         2024-12-18 20:32:24
=result        ok
=elapsed       0.000002s
=group_time    0.295s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3042.html
=group_props   [{name,sm_single},sequence]
=started       2024-12-18 20:32:24
=ended         2024-12-18 20:32:24
=result        ok
=elapsed       0.000002s
=case          ejabberd_SUITE:sm_feature_enabled
=logfile       ejabberd_suite.sm_feature_enabled.html
=started       2024-12-18 20:32:24
=ended         2024-12-18 20:32:24
=result        ok
=elapsed       0.101074s
=case          ejabberd_SUITE:sm_enable
=logfile       ejabberd_suite.sm_enable.html
=started       2024-12-18 20:32:24
=ended         2024-12-18 20:32:24
=result        ok
=elapsed       0.042140s
=case          ejabberd_SUITE:sm_resume
=logfile       ejabberd_suite.sm_resume.html
=started       2024-12-18 20:32:24
=ended         2024-12-18 20:32:24
=result        ok
=elapsed       0.059105s
=case          ejabberd_SUITE:sm_resume_failed
=logfile       ejabberd_suite.sm_resume_failed.html
=started       2024-12-18 20:32:24
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       5.002178s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3459.html
=group_props   [{name,sm_single},sequence]
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       0.000003s
=group_time    5.346s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3491.html
=group_props   [{name,sm_master_slave},sequence]
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       0.000003s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3523.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       0.000002s
=case          ejabberd_SUITE:sm_queue_limit_master
=logfile       ejabberd_suite.sm_queue_limit_master.3555.html
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       0.251983s
=case          ejabberd_SUITE:sm_queue_limit_slave
=logfile       ejabberd_suite.sm_queue_limit_slave.3587.html
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       0.148479s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3651.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       0.000002s
=group_time    0.308s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3683.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       0.000002s
=case          ejabberd_SUITE:sm_queue_limit_detached_master
=logfile       ejabberd_suite.sm_queue_limit_detached_master.3715.html
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:30
=result        ok
=elapsed       0.151401s
=case          ejabberd_SUITE:sm_queue_limit_detached_slave
=logfile       ejabberd_suite.sm_queue_limit_detached_slave.3747.html
=started       2024-12-18 20:32:29
=ended         2024-12-18 20:32:29
=result        ok
=elapsed       0.001016s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3811.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2024-12-18 20:32:30
=ended         2024-12-18 20:32:30
=result        ok
=elapsed       0.000002s
=group_time    0.207s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3843.html
=group_props   [{name,sm_master_slave},sequence]
=started       2024-12-18 20:32:30
=ended         2024-12-18 20:32:30
=result        ok
=elapsed       0.000002s
=group_time    0.587s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3875.html
=group_props   [{name,muc_single},sequence]
=started       2024-12-18 20:32:30
=ended         2024-12-18 20:32:30
=result        ok
=elapsed       0.000003s
=case          ejabberd_SUITE:muc_service_presence_error
=logfile       ejabberd_suite.muc_service_presence_error.html
=started       2024-12-18 20:32:30
=ended         2024-12-18 20:32:30
=result        ok
=elapsed       0.187752s
=case          ejabberd_SUITE:muc_service_message_error
=logfile       ejabberd_suite.muc_service_message_error.html
=started       2024-12-18 20:32:30
=ended         2024-12-18 20:32:30
=result        ok
=elapsed       0.200304s
=case          ejabberd_SUITE:muc_service_unknown_ns_iq_error
=logfile       ejabberd_suite.muc_service_unknown_ns_iq_error.html
=started       2024-12-18 20:32:30
=ended         2024-12-18 20:32:30
=result        ok
=elapsed       0.187410s
=case          ejabberd_SUITE:muc_service_iq_set_error
=logfile       ejabberd_suite.muc_service_iq_set_error.html
=started       2024-12-18 20:32:30
=ended         2024-12-18 20:32:31
=result        ok
=elapsed       0.322202s
=case          ejabberd_SUITE:muc_service_improper_iq_error
=logfile       ejabberd_suite.muc_service_improper_iq_error.html
=started       2024-12-18 20:32:31
=ended         2024-12-18 20:32:31
=result        ok
=elapsed       0.274222s
=case          ejabberd_SUITE:muc_service_features
=logfile       ejabberd_suite.muc_service_features.html
=started       2024-12-18 20:32:31
=ended         2024-12-18 20:32:31
=result        ok
=elapsed       0.101920s
=case          ejabberd_SUITE:muc_service_disco_info_node_error
=logfile       ejabberd_suite.muc_service_disco_info_node_error.html
=started       2024-12-18 20:32:31
=ended         2024-12-18 20:32:31
=result        ok
=elapsed       0.101294s
=case          ejabberd_SUITE:muc_service_disco_items
=logfile       ejabberd_suite.muc_service_disco_items.html
=started       2024-12-18 20:32:31
=ended         2024-12-18 20:32:31
=result        ok
=elapsed       0.121072s
=case          ejabberd_SUITE:muc_service_unique
=logfile       ejabberd_suite.muc_service_unique.html
=started       2024-12-18 20:32:31
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.101876s
=case          ejabberd_SUITE:muc_service_vcard
=logfile       ejabberd_suite.muc_service_vcard.html
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.102350s
=case          ejabberd_SUITE:muc_configure_non_existent
=logfile       ejabberd_suite.muc_configure_non_existent.html
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.110035s
=case          ejabberd_SUITE:muc_cancel_configure_non_existent
=logfile       ejabberd_suite.muc_cancel_configure_non_existent.html
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.101599s
=case          ejabberd_SUITE:muc_service_subscriptions
=logfile       ejabberd_suite.muc_service_subscriptions.html
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.124866s
=case          ejabberd_SUITE:muc_set_room_affiliation
=logfile       ejabberd_suite.muc_set_room_affiliation.html
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.105236s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4066.html
=group_props   [{name,muc_single},sequence]
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.000009s
=group_time    2.573s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4098.html
=group_props   [{name,muc_master_slave},sequence]
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.000003s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4130.html
=group_props   [{name,muc_register},parallel]
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.000002s
=case          ejabberd_SUITE:muc_register_master
=logfile       ejabberd_suite.muc_register_master.1764.html
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.116946s
=case          ejabberd_SUITE:muc_register_slave
=logfile       ejabberd_suite.muc_register_slave.1796.html
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.114354s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1828.html
=group_props   [{name,muc_register},parallel]
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:32
=result        ok
=elapsed       0.000002s
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1860.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2024-12-18 20:32:32
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000003s
=case          ejabberd_SUITE:muc_groupchat_msg_master
=logfile       ejabberd_suite.muc_groupchat_msg_master.1892.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.119659s
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=logfile       ejabberd_suite.muc_groupchat_msg_slave.1924.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.114838s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4451.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000003s
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4483.html
=group_props   [{name,muc_private_msg},parallel]
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000002s
=case          ejabberd_SUITE:muc_private_msg_master
=logfile       ejabberd_suite.muc_private_msg_master.4515.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.150399s
=case          ejabberd_SUITE:muc_private_msg_slave
=logfile       ejabberd_suite.muc_private_msg_slave.4547.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.147465s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4611.html
=group_props   [{name,muc_private_msg},parallel]
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000002s
=group_time    0.207s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1893.html
=group_props   [{name,muc_set_subject},parallel]
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000003s
=case          ejabberd_SUITE:muc_set_subject_master
=logfile       ejabberd_suite.muc_set_subject_master.1925.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.115090s
=case          ejabberd_SUITE:muc_set_subject_slave
=logfile       ejabberd_suite.muc_set_subject_slave.1957.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.113205s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2021.html
=group_props   [{name,muc_set_subject},parallel]
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000008s
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2053.html
=group_props   [{name,muc_history},parallel]
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000003s
=case          ejabberd_SUITE:muc_history_master
=logfile       ejabberd_suite.muc_history_master.2085.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.137227s
=case          ejabberd_SUITE:muc_history_slave
=logfile       ejabberd_suite.muc_history_slave.4739.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.138326s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4803.html
=group_props   [{name,muc_history},parallel]
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000002s
=group_time    0.196s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4835.html
=group_props   [{name,muc_invite},parallel]
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:33
=result        ok
=elapsed       0.000003s
=case          ejabberd_SUITE:muc_invite_master
=logfile       ejabberd_suite.muc_invite_master.4867.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:34
=result        ok
=elapsed       0.105172s
=case          ejabberd_SUITE:muc_invite_slave
=logfile       ejabberd_suite.muc_invite_slave.4899.html
=started       2024-12-18 20:32:33
=ended         2024-12-18 20:32:34
=result        ok
=elapsed       0.146531s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4963.html
=group_props   [{name,muc_invite},parallel]
=started       2024-12-18 20:32:34
=ended         2024-12-18 20:32:34
=result        ok
=elapsed       0.000002s
=group_time    0.204s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4995.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2024-12-18 20:32:34
=ended         2024-12-18 20:32:34
=result        ok
=elapsed       0.000002s
=case          ejabberd_SUITE:muc_invite_members_only_master
=logfile       ejabberd_suite.muc_invite_members_only_master.2245.html
=started       2024-12-18 20:32:34
=ended         2024-12-18 20:32:34
=result        ok
=elapsed       0.107895s
=case          ejabberd_SUITE:muc_invite_members_only_slave
=logfile       ejabberd_suite.muc_invite_members_only_slave.5027.html
